symbol,side,entry_price,exit_price,amount,pnl,pnl_pct,reason,opened_at,closed_at,final_cash
BTC/USDT,LONG,85900.22,85786.28,0.0008145842268210428,-0.09281372680399151,-0.13264226797091128,AI_EARLY_EXIT_CLOSE,2026-09-21T16:30:58.875973+00:00,2026-09-21T16:36:02.464912+00:00,99.86856383384955
BTC/USDT,LONG,86103.73,85925.45,0.0008119043702717023,-0.14474631113203815,-0.2070525864558932,AI_EARLY_EXIT_CLOSE,2026-09-21T16:55:16.784064+00:00,2026-09-21T17:00:22.679705+00:00,99.72381752271751
BTC/USDT,LONG,85949.01,85818.21,0.0008121870428280937,-0.1062340652019052,-0.1521832537687035,AI_EARLY_EXIT_CLOSE,2026-09-21T17:05:29.288692+00:00,2026-09-21T17:50:54.518726+00:00,99.61758345751561
BTC/USDT,LONG,85945.46,86041.43,0.0008113553458235131,0.07786577253867169,0.11166383890433142,AI_EARLY_EXIT_CLOSE,2026-09-21T18:10:17.930959+00:00,2026-09-21T18:15:21.568689+00:00,99.69544923005428
BTC/USDT,LONG,86058.62,86692.68,0.0008109218397998713,0.5141731017435045,0.7367768620970191,AI_EARLY_EXIT_CLOSE,2026-09-21T18:20:27.992286+00:00,2026-09-21T21:05:11.357401+00:00,100.20962233179779
BTC/USDT,SHORT,86418.95,86427.43,0.0008117054839506665,-0.006883262503898344,-0.009812662616238598,AI_EARLY_EXIT_CLOSE,2026-09-21T22:30:06.119732+00:00,2026-09-21T23:00:32.851962+00:00,100.20273906929388
BTC/USDT,SHORT,85468.12,85506.12,0.000820679305318822,-0.031185813602115236,-0.0444610224256717,AI_EARLY_EXIT_CLOSE,2026-09-22T05:10:21.438924+00:00,2026-09-22T05:51:41.054115+00:00,100.17155325569176
BTC/USDT,LONG,85567.97,85442.0,0.000819466527942456,-0.10322819852491213,-0.1472163006788652,AI_EARLY_EXIT_CLOSE,2026-09-22T06:40:55.273406+00:00,2026-09-22T06:56:11.074151+00:00,100.06832505716685
BTC/USDT,LONG,85488.13,85228.0,0.0008193865925014009,-0.21314703430739323,-0.3042878584430431,AI_EARLY_EXIT_CLOSE,2026-09-22T07:11:31.853308+00:00,2026-09-22T07:25:47.324608+00:00,99.85517802285945
BTC/USDT,SHORT,85268.0,85478.82,0.0008197521299432567,-0.1728201440346431,-0.24724398367500935,AI_EARLY_EXIT_CLOSE,2026-09-22T07:45:49.791039+00:00,2026-09-22T08:05:52.079368+00:00,99.6823578788248
BTC/USDT,LONG,85486.2,85726.01,0.000816244616267624,0.195743621427137,0.2805248098523477,AI_EARLY_EXIT_CLOSE,2026-09-22T08:11:40.296098+00:00,2026-09-22T09:05:54.218206+00:00,99.87810150025194
BTC/USDT,LONG,85838.78,85882.92,0.0008144881724807407,0.03595150793329942,0.051421979669328266,AI_EARLY_EXIT_CLOSE,2026-09-22T09:11:42.816896+00:00,2026-09-22T09:25:57.230262+00:00,99.91405300818525
BTC/USDT,LONG,85904.01,86035.38,0.0008141626578983877,0.10695654836811924,0.15292650482790024,AI_EARLY_EXIT_CLOSE,2026-09-22T09:31:45.631142+00:00,2026-09-22T09:50:44.961758+00:00,100.02100955655337
BTC/USDT,LONG,86067.98,85722.55,0.000813310594718268,-0.28094187873352566,-0.40134554104789383,AI_EARLY_EXIT_CLOSE,2026-09-22T11:41:01.059141+00:00,2026-09-22T13:30:09.080228+00:00,99.71905812126647
BTC/USDT,LONG,86248.02,86127.24,0.0008116128347062343,-0.09802659817581803,-0.14003799739402575,AI_EARLY_EXIT_CLOSE,2026-09-22T16:26:10.391105+00:00,2026-09-22T16:30:18.562374+00:00,99.90197340182418
